ID or #		Start	End	Type
1112		1313880	1314059	complete
1113		1340682	1341008	complete
1114		1642675	1642926	complete
1115		1643143	1643298	complete
1116		1643370	1643657	complete
1117		1785469	1786302	complete
1118		1790291	1790755	complete
1119		1846149	1846700	complete
1120		1849911	1850552	complete
1121		1944275	1944877	complete
1122		1945435	1946175	complete
1123		1946204	1946656	complete
1124		1988978	1989643	complete
1125		1992727	1993383	complete
1126		2027563	2028483	complete
1127		2332978	2334666	complete
1128		2337589	2338311	complete
1129		2442773	2443582	complete
1130		2513665	2515854	complete
1131		2519615	2520499	complete
1132		2589269	2589625	complete
1133		2597928	2598500	complete
1134		2599223	2599840	complete
1135		2735176	2735517	complete
1136		2741647	2742129	complete
1137		2743392	2743940	complete
1138		2960463	2960786	complete
1139		2960771	2961178	complete
1140		2961175	2961738	complete
1141		2977965	2978657	complete
1142		3054263	3054811	complete
1143		3066195	3066830	complete
1144		3066969	3067829	complete
1145		3071998	3072711	complete
1146		3072708	3073217	complete
1147		3177766	3178437	complete
1148		3178443	3179603	complete
1149		3179641	3180429	complete
1150		3180572	3181345	complete
1151		3204485	3205396	complete
1152		3205393	3205998	complete
1153		3207552	3208565	complete
1154		3260474	3261682	complete
1155		3265876	3266415	complete
1156		3266437	3267624	complete
1157		3268647	3269792	complete
1158		3269889	3270773	complete
1159		3309855	3310799	complete
1160		3310799	3311200	complete
1161		3315576	3316028	complete
1162		3436046	3436456	complete
1163		3464819	3465013	complete
1164		3483436	3483840	complete
1165		3514042	3515328	complete
1166		3584966	3585406	complete
1167		3724947	3725384	complete
1168		3764360	3765202	partial
1169		3790849	3791706	complete
1170		3794002	3794961	complete
1171		3807848	3808327	complete
1172		3812517	3813113	complete
1173		3814699	3815562	complete
1174		3815783	3816607	complete
1175		3826968	3828359	complete
1176		3874163	3874975	complete
1177		3875090	3875488	complete
1178		3883099	3884745	complete
1179		3911853	3913223	complete
1180		3924035	3924478	complete
1181		3993606	3994313	complete
1182		3995206	3995922	complete
1183		4048156	4048788	complete
1184		4163451	4164308	complete
1185		4170080	4171108	complete
1186		4211257	4211640	complete
1187		4211703	4212146	complete
1188		4218324	4220510	complete
1189		4238348	4238758	complete
1190		4325158	4327386	complete
1191		4380666	4381643	complete
1192		4404213	4404638	complete
1193		4597718	4598212	complete
1194		4599647	4600120	complete
1195		4633544	4634017	complete
1196		4634030	4634719	complete
1197		1489701	1489874	complete
1198		1932863	1934338	complete
1199		2144716	2145564	complete
1200		4154873	4156246	complete
1201		2019528	2019893	complete
1202		4363495	4364796	complete
1203		81958	83529	complete
1204		1545425	1548472	complete
1205		1548485	1549369	complete
1206		1549362	1550015	complete
1207		4338743	4339651	complete
1208		1797826	1798023	complete
1209		3440640	3440756	complete
1210		1680906	1682207	complete
1211		1771813	1772679	complete
1212		830095	831459	complete
1213		331595	332683	complete
1214		3465182	3467875	complete
1215		806656	807132	complete
1216		796836	797654	complete
1217		1489946	1490095	complete
1218		944154	944780	complete
1219		945094	946242	complete
1220		3065362	3066102	complete
1221		3073239	3074204	complete
1222		1395696	1396646	complete
1223		2911721	2913022	complete
1224		2908778	2909113	complete
1225		4446470	4446721	complete
1226		1266543	1267352	complete
1227		974845	975549	complete
1228		980270	982117	complete
1229		667471	667938	complete
1230		667942	668259	complete
1231		400610	400870	complete
1232		402927	404042	complete
1233		952832	953689	complete
1234		4404677	4407118	complete
1235		3946472	3947992	complete
1236		890407	891129	complete
1237		3490590	3491771	complete
1238		3451530	3451949	complete
1239		960424	961107	complete
1240		3787070	3788104	complete
1241		3725430	3725771	complete
1242		3432236	3433183	complete
1243		2088020	2088070	complete
1244		3948345	3948443	complete
1245		2735621	2735668	complete
1246		1797250	1797294	complete
1247		1321062	1321106	complete
1248		3850913	3851011	complete
1249		3886458	3886532	complete
1250		190	255	complete
1251		4470422	4470556	complete
1252		83622	83708	complete
1253		4395435	4397282	complete
1254		2599840	2601858	complete
1255		202101	202556	complete
1256		2685491	2686825	complete
1257		4151719	4152870	complete
1258		2854475	2854828	complete
1259		409368	410276	complete
1260		2233287	2234522	complete
1261		2239832	2240989	complete
1262		3079935	3080693	complete
1263		3147684	3148568	complete
1264		1262100	1262723	complete
1265		1261249	1262100	complete
1266		3967054	3968100	complete
1267		4623935	4625317	complete
1268		4041441	4042067	complete
1269		3395807	3396400	complete
1270		3394348	3395817	complete
1271		1646532	1646687	complete
1272		1646689	1646817	complete
1273		1646847	1647065	complete
1274		1647818	1648009	complete
1275		658170	658373	complete
1276		658474	659439	complete
1277		1472245	1473105	complete
1278		1473168	1475474	complete
1279		3408302	3409267	complete
1280		3809914	3810582	complete
1281		4097514	4098548	complete
1282		1189839	1191209	complete
1283		3401506	3402480	complete
1284		3735520	3737550	complete
1285		1148951	1149880	complete
1286		1149893	1150627	complete
1287		1290680	1291588	complete
1288		432226	432675	complete
1289		432679	433782	complete
1290		433871	434341	complete
1291		3052888	3053466	complete
1292		3050362	3051540	complete
1293		1333855	1336530	complete
1294		355395	356678	complete
1295		354146	355405	complete
1296		2654770	2655105	complete
1297		2789295	2790743	complete
1298		2792275	2793675	complete
1299		1336594	1337184	complete
1300		2618268	2618894	complete
1301		3049137	3050339	complete
1302		3817511	3819193	complete
1303		4625338	4626570	complete
1304		3088369	3089076	complete
1305		2245085	2246554	complete
1306		1113030	1113404	complete
1307		3803966	3805090	complete
1308		3803176	3803973	complete
1309		3805087	3806121	complete
1310		1297821	1298468	complete
1311		1113487	1114713	complete
1312		1191890	1192996	complete
1313		1191213	1191854	complete
1314		2010724	2011038	complete
1315		2011253	2012911	complete
1316		3882839	3883096	complete
1317		3802204	3803139	complete
1318		3801081	3802160	complete
1319		3800062	3801081	complete
1320		3799006	3800022	complete
1321		2809449	2810621	complete
1322		1999094	1999813	complete
1323		1998497	1999048	complete
1324		832293	834443	complete
1325		3333257	3334516	complete
1326		3463565	3464242	complete
1327		3734376	3735200	complete
1328		2137783	2139636	complete
1329		159186	160112	complete
1330		4394088	4395425	complete
1331		3898627	3900243	complete
1332		4632464	4633333	complete
1333		2913079	2915835	complete
1334		2373984	2374841	complete
1335		4250529	4251026	complete
1336		4251039	4251911	complete
1337		2695937	2696572	complete
1338		2695376	2695879	complete
1339		2693823	2695379	complete
1340		157253	157732	complete
1341		2241006	2241674	complete
1342		3159279	3160691	complete
1343		3160766	3161503	complete
1344		1762042	1762410	complete
1345		1038519	1039655	complete
1346		1036963	1038507	complete
1347		3189761	3189961	complete
1348		3347828	3348481	complete
1349		638168	638731	complete
1350		638976	640541	complete
1351		2004180	2005667	complete
1352		2003327	2003737	complete
1353		2003737	2004102	complete
1354		3638134	3638568	complete
1355		4609419	4610024	complete
1356		1232399	1233940	complete
1357		1231723	1232253	complete
1358		4159147	4159794	complete
1359		4159794	4160153	complete
1360		4023011	4024504	complete
1361		3654431	3654763	complete
1362		3653989	3654315	complete
1363		3653278	3653925	complete
1364		402505	402825	complete
1365		4461077	4462732	complete
1366		2623137	2624678	complete
1367		1255944	1257035	complete
1368		928419	930185	complete
1369		1740625	1741266	complete
1370		1236794	1238092	complete
1371		1238102	1239172	complete
1372		967589	968575	complete
1373		4455337	4455888	complete
1374		185978	188650	complete
1375		669797	670828	complete
1376		4481860	4482303	complete
1377		4605826	4606239	complete
1378		847631	848134	complete
1379		4458545	4460683	complete
1380		2139658	2140239	complete
1381		2276592	2277782	complete
1382		357015	357914	complete
1383		2346844	2347494	complete
1384		3796262	3797335	complete
1385		3794971	3796230	complete
1386		3798290	3798988	complete
1387		3797368	3798219	complete
1388		3077666	3079657	complete
1389		4157413	4158813	complete
1390		4187809	4188348	complete
1391		1186342	1187463	complete
1392		2516489	2516833	complete
1393		2516835	2517227	complete
1394		4439561	4440199	complete
1395		1617598	1617981	complete
1396		1617144	1617578	complete
1397		4493213	4494232	complete
1398		1146844	1147914	complete
1399		1145234	1145818	complete
1400		2810638	2812176	complete
1401		3431712	3432221	complete
1402		3641163	3643205	complete
1403		3047595	3048689	complete
1404		3056688	3057347	complete
1405		3058872	3061016	complete
1406		3061009	3062004	complete
1407		2816983	2817168	complete
1408		4283436	4285394	complete
1409		3945151	3945990	complete
1410		3946109	3946447	complete
1411		3968156	3969286	complete
1412		3969283	3970545	complete
1413		3970545	3971612	complete
1414		3971631	3972512	complete
1415		3972490	3973164	complete
1416		3973169	3974299	complete
1417		3976624	3977976	complete
1418		3977979	3978719	complete
1419		3978910	3980295	complete
1420		2583753	2585453	complete
1421		3998315	3999079	complete
1422		3999449	4000399	complete
1423		4000442	4000822	complete
1424		4000836	4001216	complete
1425		4001311	4002201	complete
1426		4002253	4002720	complete
1427		4005780	4006400	complete
1428		4006462	4007082	complete
1429		4008223	4009023	complete
1430		4009099	4009998	complete
1431		4015356	4016783	complete
1432		4016878	4017633	complete
1433		4017647	4018252	complete
1434		4018249	4019889	complete
1435		4019968	4020237	complete
1436		4020759	4021535	complete
1437		4021577	4022359	complete
1438		4030515	4031129	complete
1439		4032631	4033176	complete
1440		3974301	3975551	complete
1441		1715375	1716031	complete
1442		1716090	1716419	complete
1443		1103670	1104125	complete
1444		1568669	1570069	partial
1445		4255765	4257144	complete
1446		4261271	4262254	complete
1447		1152523	1153332	complete
1448		1153335	1154357	complete
1449		3655018	3655590	complete
1450		3407092	3407973	complete
1451		3409675	3410559	complete
1452		3329792	3330757	complete
1453		1154985	1155989	complete
1454		4336277	4338544	complete
1455		219591	219995	complete
1456		218887	219594	complete
1457		220113	220928	complete
1458		1923132	1923362	complete
1459		3323023	3324957	complete
1460		3325057	3325686	complete
1461		1553850	1553987	complete
1462		2621066	2623132	complete
1463		9306	9893	complete
1464		9928	10494	complete
1465		11382	11786	complete
1466		3359198	3359962	complete
1467		3360134	3360808	complete
1468		1234932	1236464	complete
1469		4112592	4113602	complete
1470		4111749	4112495	complete
1471		3616611	3617012	complete
1472		3621422	3621805	complete
1473		728357	728563	complete
1474		732999	733325	complete
1475		734873	735442	complete
1476		737315	738076	partial
1477		3622401	3623537	partial
1478		1529840	1530976	partial
1479		2288522	2289169	complete
1480		1348275	1349063	complete
1481		4120403	4121362	complete
1482		1886085	1887770	complete
1483		1739437	1740585	complete
1484		2373022	2373984	complete
1485		1258014	1258292	complete
1486		3865032	3865445	complete
1487		3864492	3864920	complete
1488		3862635	3864296	complete
1489		1125380	1126027	complete
1490		2710049	2710786	complete
1491		191855	192580	complete
1492		1066335	1066931	complete
1493		3929339	3931207	complete
1494		518363	518989	complete
1495		4195739	4196803	complete
1496		3656389	3656916	complete
1497		1139256	1140209	complete
1498		117752	118645	complete
1499		1726371	1727018	complete
1500		1727111	1731727	complete
1501		1185067	1186293	complete
1502		2833195	2835447	complete
1503		2835600	2836127	complete
1504		3320755	3322092	complete
1505		2796113	2796517	complete
1506		6529	7959	complete
1507		8238	9191	complete
1508		35377	36162	complete
1509		36271	37824	complete
1510		37898	39115	complete
1511		39244	40386	complete
1512		40417	41931	complete
1513		42403	43173	complete
1514		43188	44129	complete
1515		44180	45466	complete
1516		45463	45750	complete
1517		45807	47138	complete
1518		47246	47776	complete
1519		54755	57109	complete
1520		57364	58179	complete
1521		71351	72115	complete
1522		72229	72927	complete
1523		72911	74521	complete
1524		74497	75480	complete
1525		78848	79453	complete
1526		79464	80864	complete
1527		80867	81958	complete
1528		3534834	3535310	complete
1529		831691	832173	complete
1530		834471	835433	complete
1531		835574	836659	complete
1532		533140	534921	complete
1533		534934	535710	complete
1534		4192227	4194122	complete
1535		4191592	4192227	complete
1536		4190844	4191599	complete
1537		4189888	4190658	complete
1538		4188758	4189891	complete
1539		660860	661501	complete
1540		661602	661865	complete
1541		659648	660601	complete
1542		816267	817256	complete
1543		817278	817790	complete
1544		818271	818516	complete
1545		818518	818970	complete
1546		1618013	1618231	complete
1547		2650516	2651361	complete
1548		2652179	2652955	complete
1549		3194823	3197663	complete
1550		3197686	3198987	complete
1551		3430458	3431582	complete
1552		3430013	3430486	complete
1553		1307040	1308293	complete
1554		1308593	1308889	complete
1555		1305209	1306669	complete
1556		2481777	2482391	complete
1557		2482396	2485989	complete
1558		4328525	4330027	complete
1559		4331970	4333613	complete
1560		4330204	4331295	complete
1561		4331305	4331973	complete
1562		4374898	4375215	complete
1563		2160900	2162303	complete
1564		2162300	2163022	complete
1565		1169741	1173187	complete
1566		1345002	1346936	complete
1567		221614	222645	complete
1568		468095	469867	complete
1569		2927598	2928965	complete
1570		902229	902957	complete
1571		901480	902211	complete
1572		900757	901473	complete
1573		900089	900757	complete
1574		899067	899798	complete
1575		893007	894119	complete
1576		894214	895347	complete
1577		895357	896310	complete
1578		896307	897152	complete
1579		580057	580602	partial
1580		1615052	1616242	complete
1581		1616267	1616932	complete
1582		1618262	1619161	complete
1583		1619356	1620543	complete
1584		1620984	1621874	complete
1585		1622129	1622521	complete
1586		1622797	1623315	complete
1587		2256377	2257318	complete
1588		208621	209580	complete
1589		229167	229970	complete
1590		229967	230881	complete
1591		231122	231922	complete
1592		231926	232549	complete
1593		3380222	3381289	complete
1594		3991762	3992082	complete
1595		2012904	2013899	complete
1596		2013892	2014578	complete
1597		518957	519643	complete
1598		1690914	1692287	complete
1599		2005701	2006114	complete
1600		2006301	2007506	complete
1601		2007503	2007736	complete
1602		3475929	3476519	complete
1603		3475662	3475880	complete
1604		3201332	3202153	complete
1605		817793	818278	complete
1606		2318065	2319891	complete
1607		2319888	2321273	complete
1608		2321469	2322131	complete
1609		2322131	2322781	complete
1610		2322778	2324100	complete
1611		2324131	2325315	complete
1612		3202243	3202611	complete
1613		3202716	3203333	complete
1614		148807	149601	complete
1615		4119780	4120310	complete
1616		791539	793011	complete
1617		149715	150953	complete
1618		2971877	2974036	complete
1619		3341966	3342691	complete
1620		3344195	3344482	complete
1621		3344600	3345091	complete
1622		3816897	3817514	complete
1623		3828480	3830189	complete
1624		3830242	3832560	complete
1625		3832570	3833952	complete
1626		3834976	3836160	complete
1627		3836271	3837194	complete
1628		3838572	3839762	complete
1629		3839973	3840425	complete
1630		3840478	3841812	complete
1631		3841987	3843753	complete
1632		3851945	3853129	complete
1633		3853137	3853634	complete
1634		3853631	3853993	complete
1635		3853983	3854330	complete
1636		3854438	3854887	complete
1637		787020	788060	complete
1638		786066	786818	complete
1639		782389	783108	complete
1640		2140331	2140972	complete
1641		4194926	4195699	complete
1642		483650	484843	complete
1643		480478	483627	complete
1644		3854934	3856427	complete
1645		3856424	3858139	complete
1646		3858306	3859199	complete
1647		3861922	3862638	complete
1648		3865751	3866083	complete
1649		3866085	3867299	complete
1650		3867400	3868464	complete
1651		3868461	3869753	complete
1652		3871018	3871635	complete
1653		3871619	3872497	complete
1654		3872494	3873183	complete
1655		3873461	3874117	complete
1656		3889638	3890813	complete
1657		3890788	3891747	complete
1658		3891904	3892653	complete
1659		3892675	3893241	complete
1660		3893295	3894632	complete
1661		3894797	3895462	complete
1662		3895529	3895996	complete
1663		3896045	3896632	complete
1664		3896694	3897416	complete
1665		3897431	3898600	complete
1666		3926175	3927626	complete
1667		3927620	3929116	complete
1668		3937208	3938635	complete
1669		3938658	3939350	complete
1670		1084215	1085279	complete
1671		1082599	1083870	complete
1672		222833	223408	complete
1673		220968	221621	complete
1674		4194355	4194831	complete
1675		590164	592401	complete
1676		587205	590177	complete
1677		3410825	3411487	complete
1678		1575681	1577366	complete
1679		1573271	1575643	complete
1680		1570431	1573226	complete
1681		147944	148795	complete
1682		146314	146694	complete
1683		146968	147870	complete
1684		145081	146310	complete
1685		3541189	3542067	complete
1686		1978212	1979636	complete
1687		1979611	1980411	complete
1688		1269972	1271072	complete
1689		77621	78799	complete
1690		2033859	2034710	complete
1691		349236	350405	complete
1692		4393608	4394069	complete
1693		4392089	4393636	complete
1694		1326378	1327136	complete
1695		1527946	1528428	complete
1696		1531076	1531309	complete
1697		3759370	3759978	complete
1698		3766200	3766661	complete
1699		3768266	3769402	complete
1700		3769405	3769767	complete
1701		3623702	3624826	complete
1702		529356	530450	complete
1703		526805	527173	complete
1704		2389534	2391063	complete
1705		2398240	2399577	complete
1706		710828	711121	complete
1707		711261	712025	complete
1708		3100155	3100874	complete
1709		4285787	4287223	complete
1710		2752918	2753400	complete
1711		2754181	2755422	complete
1712		2714088	2714471	complete
1713		2712461	2713342	complete
1714		2715513	2716550	complete
1715		2125217	2126338	complete
1716		2124249	2125214	complete
1717		2123767	2124246	complete
1718		2122547	2123770	complete
1719		3076909	3077352	complete
1720		3075493	3076881	complete
1721		2939258	2939653	complete
1722		2938165	2939265	complete
1723		2939672	2940589	complete
1724		4621124	4622140	complete
1725		2576688	2577638	complete
1726		114522	115724	complete
1727		3142176	3143162	complete
1728		3141008	3142186	complete
1729		3139308	3141011	complete
1730		3138814	3139308	complete
1731		3138333	3138821	complete
1732		3137999	3138340	complete
1733		3137738	3137986	complete
1734		1927072	1927731	complete
1735		1928058	1928414	complete
1736		1928481	1928771	complete
1737		1928905	1930083	complete
1738		3044190	3047063	complete
1739		4412298	4413923	complete
1740		4411051	4412214	complete
1741		1058479	1061025	complete
1742		1057307	1058479	complete
1743		2869323	2869802	complete
1744		2867535	2868296	complete
1745		1287005	1287847	complete
1746		1117124	1117699	complete
1747		472190	473476	complete
1748		1362256	1363536	complete
1749		2550374	2551243	complete
1750		3151585	3152244	complete
1751		1532989	1533882	complete
1752		1041253	1043433	complete
1753		4311373	4311822	complete
1754		4038929	4039456	complete
1755		4039438	4040022	complete
1756		4040092	4040361	complete
1757		4040438	4041424	complete
1758		4042222	4043652	complete
1759		4043693	4044625	complete
1760		4049370	4049879	complete
1761		4050068	4051441	complete
1762		4056430	4058253	complete
1763		4058470	4059180	complete
1764		4059188	4060168	complete
1765		4060270	4061535	complete
1766		4062386	4063789	complete
1767		4063832	4065217	complete
1768		4065263	4067299	complete
1769		4067498	4068424	complete
1770		4068538	4069779	complete
1771		4069796	4070674	complete
1772		4070698	4071594	complete
1773		4071762	4072658	complete
1774		4072692	4073477	complete
1775		4073576	4074175	complete
1776		4074169	4075041	complete
1777		4075038	4075475	complete
1778		4075472	4076461	complete
1779		4077320	4077532	complete
1780		4077774	4077992	complete
1781		4079248	4079883	complete
1782		4079880	4080782	complete
1783		4080795	4083845	complete
1784		4084039	4084872	complete
1785		4085025	4086080	complete
1786		4086130	4087878	complete
1787		4087878	4088948	complete
1788		4088938	4090389	complete
1789		4090400	4090846	complete
1790		4091147	4091461	complete
1791		4091471	4092295	complete
1792		4092746	4094005	complete
1793		4094002	4095471	complete
1794		4099713	4100696	complete
1795		4100845	4101519	complete
1796		3511653	3512411	complete
1797		4103843	4104343	complete
1798		4104492	4105394	complete
1799		4109638	4110237	complete
1800		4110338	4110778	complete
1801		4110990	4111289	complete
1802		4111316	4111744	complete
1803		4116538	4116783	complete
1804		4116868	4117353	complete
1805		4117446	4118372	complete
1806		4118439	4119770	complete
1807		4125309	4125917	complete
1808		1498597	1499589	complete
1809		1499586	1500179	complete
1810		1108558	1110093	complete
1811		1110086	1112629	complete
1812		2716757	2717176	complete
1813		3779238	3779711	complete
1814		3652706	3653236	complete
1815		3651984	3652550	complete
1816		2077557	2078615	complete
1817		2078813	2079286	complete
1818		2079405	2080571	complete
1819		2082250	2082477	complete
1820		2082491	2083549	complete
1821		2083728	2085086	complete
1822		2707459	2708034	complete
1823		1412008	1412817	complete
1824		1411757	1411951	complete
1825		1411555	1411764	complete
1826		4134131	4135036	complete
1827		4135063	4135680	complete
1828		4135955	4137058	complete
1829		4137069	4137731	complete
1830		4137743	4140244	complete
1831		4140553	4141632	complete
1832		4141647	4141967	complete
1833		4142018	4144315	complete
1834		4144281	4145159	complete
1835		4145161	4145502	complete
1836		4145489	4146340	complete
1837		4146555	4148288	complete
1838		4196813	4197484	complete
1839		4197527	4198117	complete
1840		4198589	4199284	complete
1841		4199286	4199711	complete
1842		4225754	4227385	complete
1843		4227476	4228165	complete
1844		4228377	4229249	complete
1845		4229382	4229654	complete
1846		4233929	4234171	complete
1847		4234285	4234923	complete
1848		4234920	4235657	complete
1849		4235657	4237753	complete
1850		4257260	4257469	complete
1851		4257511	4258026	complete
1852		4258344	4258598	complete
1853		4258622	4259329	complete
1854		4259737	4260729	complete
1855		4260863	4261105	complete
1856		4267437	4268150	complete
1857		4268261	4268677	complete
1858		4268681	4269037	complete
1859		4272783	4273064	complete
1860		4273494	4275080	complete
1861		4276502	4277851	complete
1862		4278003	4279652	complete
1863		4279806	4281098	complete
1864		4281276	4282925	complete
1865		4282922	4283236	complete
1866		4287268	4287834	complete
1867		4287831	4288502	complete
1868		4288499	4289455	complete
1869		4289535	4291193	complete
1870		4291186	4291569	complete
1871		4291566	4292162	complete
1872		4294459	4295148	complete
1873		4297587	4299053	complete
1874		4299050	4301101	complete
1875		4301101	4302132	complete
1876		4302635	4304620	complete
1877		4304893	4305822	complete
1878		4305806	4306501	complete
1879		4306512	4307492	complete
1880		4307471	4309003	complete
1881		3512404	3513081	complete
1882		3775422	3777077	complete
1883		3777077	3777853	complete
1884		3777850	3779040	complete
1885		3774688	3775050	complete
1886		3773595	3774182	complete
1887		4335191	4335952	complete
1888		1137601	1139244	complete
1889		3436453	3436671	complete
1890		3436727	3437152	complete
1891		3437163	3437531	complete
1892		2511064	2512266	complete
1893		152829	155426	complete
1894		155461	156201	complete
1895		4541751	4542290	complete
1896		2019893	2020630	complete
1897		2020640	2020909	complete
1898		2020917	2021702	complete
1899		2108162	2109043	complete
1900		2107605	2108162	complete
1901		2106361	2107608	complete
1902		2105250	2106353	complete
1903		2104084	2105250	complete
1904		2103089	2104081	complete
1905		2102518	2103108	complete
1906		2101415	2102533	complete
1907		2185402	2186436	complete
1908		2186452	2188932	complete
1909		2188948	2189667	complete
1910		2189702	2190244	complete
1911		2190537	2190818	complete
1912		2198301	2201933	complete
1913		2201994	2202311	complete
1914		2202618	2203706	complete
1915		2203717	2205996	complete
1916		2205989	2207125	complete
1917		2209247	2209708	complete
1918		2209748	2210218	complete
1919		2210265	2210984	complete
1920		2210981	2212666	complete
1921		2212888	2213619	complete
1922		2213767	2214498	complete
1923		2214503	2215429	complete
1924		2215422	2216579	complete
1925		2216586	2217503	complete
1926		2217714	2220011	complete
1927		2221960	2222892	complete
1928		2223066	2223653	complete
1929		2223823	2224401	complete
1930		2224531	2225292	complete
1931		2227460	2228407	complete
1932		2228646	2229044	complete
1933		2229041	2229736	complete
1934		2230900	2231619	complete
1935		2241932	2242768	complete
1936		2247739	2248788	complete
1937		2249722	2250810	complete
1938		2250917	2252167	complete
1939		2252267	2253208	complete
1940		2253377	2254036	complete
1941		2254107	2255357	complete
1942		2255451	2256389	complete
1943		2261885	2263066	complete
1944		2263472	2264044	complete
1945		2264267	2265733	complete
1946		2270386	2272200	complete
1947		2272201	2273295	complete
1948		2273295	2274320	complete
1949		2274322	2275911	complete
1950		2275915	2276259	complete
1951		2282151	2282378	complete
1952		2277810	2278505	complete
1953		2278654	2280414	complete
1954		2280962	2281969	complete
1955		2282398	2284158	complete
1956		2289380	2290432	complete
1957		2290429	2290986	complete
1958		2290983	2292926	complete
1959		2292923	2293402	complete
1960		2293605	2294342	complete
1961		2294384	2295046	complete
1962		2295043	2295666	complete
1963		2295679	2296281	complete
1964		2296291	2296740	complete
1965		2296737	2297600	complete
1966		2297587	2298282	complete
1967		2298289	2300775	complete
1968		2301025	2301519	complete
1969		2303130	2304776	complete
1970		2304994	2306637	complete
1971		2308501	2309556	complete
1972		16751	16960	complete
1973		3611690	3613264	complete
1974		3613264	3614208	complete
1975		3614205	3615038	complete
1976		3615038	3615802	complete
1977		3615799	3616605	complete
1978		2820161	2820661	complete
1979		2961729	2962199	complete
1980		2402651	2403094	complete
1981		2401973	2402635	complete
1982		2400077	2401867	complete
1983		2399574	2400074	complete
1984		2395461	2398187	complete
1985		2394487	2395464	complete
1986		2393930	2394472	complete
1987		2393364	2393918	complete
1988		2393065	2393367	complete
1989		2391227	2393068	complete
1990		2388070	2389527	complete
1991		75644	77299	complete
1992		3320195	3320527	complete
1993		4446715	4447065	complete
1994		2732325	2733056	complete
1995		2733053	2734033	complete
1996		4373722	4374288	complete
1997		2577658	2579661	complete
1998		3538185	3538412	complete
1999		3538429	3540750	complete
2000		2265851	2266837	complete
2001		2246759	2247640	complete
2002		115714	117099	complete
2003		117109	117549	complete
2004		2828797	2830311	complete
2005		1485259	1486059	complete
2006		2865636	2866775	complete
2007		2756666	2756878	complete
2008		3517487	3518725	complete
2009		4607437	4609026	complete
2010		4606669	4607346	complete
2011		484985	485632	complete
2012		1287897	1288355	complete
2013		1288468	1289373	complete
2014		1289465	1290478	complete
2015		3087777	3088274	complete
2016		2403725	2404663	complete
2017		2424028	2424810	complete
2018		2423252	2423938	complete
2019		727955	728044	complete
2020		4462782	4464203	complete
2021		2963184	2964059	complete
2022		2616893	2618182	complete
2023		2655107	2656957	complete
2024		2656974	2657489	complete
2025		2657585	2657908	complete
2026		2541854	2542645	complete
2027		848433	849320	complete
2028		849673	850188	complete
2029		2159488	2160903	complete
2030		215269	215979	complete
2031		216179	217003	complete
2032		2686815	2687528	complete
2033		1736890	1737822	complete
2034		1737935	1739146	complete
2035		2926251	2927540	complete
2036		2300772	2301035	complete
2037		712781	714421	complete
2038		3345137	3345991	complete
2039		3345988	3346260	complete
2040		3086306	3087700	complete
2041		1669400	1669708	complete
2042		2062503	2063246	complete
2043		2061412	2062491	complete
2044		4492646	4493209	complete
2045		1540696	1542084	complete
2046		1416695	1417183	complete
2047		1416032	1416253	complete
2048		1415862	1416032	complete
2049		1417180	1417335	complete
2050		408332	409243	complete
2051		407401	407685	complete
2052		3433229	3434518	complete
2053		4631820	4632467	complete
2054		973542	974864	complete
2055		971845	972624	complete
2056		972760	973545	complete
2057		418815	420134	complete
2058		2293399	2293608	complete
2059		4613538	4615088	complete
2060		1161108	1161467	complete
2061		3463104	3463565	complete
2062		1417346	1417480	complete
2063		4360756	4361331	complete
2064		4363041	4363379	complete
2065		4361368	4363065	complete
2066		656515	656724	complete
2067		655780	656340	complete
2068		1731778	1732125	complete
2069		452813	453391	complete
2070		451294	452769	complete
2071		3175303	3175932	complete
2072		3174880	3175302	complete
2073		3173447	3174028	complete
2074		3174028	3174855	complete
2075		2964210	2966456	complete
2076		2551247	2552146	complete
2077		2552152	2553204	complete
2078		471822	472160	complete
2079		2748853	2749731	complete
2080		1062078	1062998	complete
2081		1061773	1062078	complete
2082		1061022	1061621	complete
2083		1063259	1064515	complete
2084		712210	712755	complete
2085		1814410	1815159	complete
2086		2145698	2147050	complete
2087		2797672	2798016	complete
2088		4464322	4465269	complete
2089		1639363	1639578	complete
2090		1905250	1905459	complete
2091		1639879	1640091	complete
2092		1904275	1905084	complete
2093		656778	657161	complete
2094		3792952	3793998	complete
2095		3596007	3596390	complete
2096		3603002	3603271	complete
2097		3603274	3603633	complete
2098		3603774	3604400	complete
2099		3604474	3606672	complete
2100		3606774	3607019	complete
2101		3607240	3607905	complete
2102		3607978	3608535	complete
2103		3608539	3609756	complete
2104		3609888	3610937	complete
2105		3610992	3611579	complete
2106		3624826	3627561	complete
2107		3627558	3628625	complete
2108		3628991	3630613	complete
2109		3632864	3633916	complete
2110		3634231	3635433	complete
2111		3635665	3637164	complete
2112		3637408	3637743	complete
2113		3638885	3640354	complete
2114		3640403	3641155	complete
2115		3643408	3644250	complete
2116		3646551	3646904	complete
2117		3646958	3648247	complete
2118		3648260	3648685	complete
2119		3657255	3658412	complete
2120		3658437	3661550	complete
2121		3661913	3662641	complete
2122		3663009	3663833	complete
2123		3665814	3667211	complete
2124		3667615	3669264	complete
2125		3669315	3669917	complete
2126		3670437	3671336	complete
2127		3671385	3672398	complete
2128		3672809	3674131	complete
2129		3674313	3676373	complete
2130		3676443	3677210	complete
2131		3677442	3678371	complete
2132		3678467	3679963	complete
